,Song title,Song author,Genre
46144,Smokin' Out The Window,"Silk Sonic, Bruno Mars & Paak",
46191,I Drink Wine,Adele,Pop
46204,Better Days,"Neiked, Mae Muller & Polo G",
46216,State Of Grace,Taylor Swift,Country
46219,Red,Taylor Swift,Pop
46223,Pepeha,SIX60,Pop
46242,Thats What I Want,Lil Nas X,Pop
46243,One Right Now,Post Malone & Weeknd,
46254,Overpass Graffiti,Ed Sheeran,Pop
46262,Need To Know,Doja Cat,Pop
46282,Seduce,Russ & Capella Grey,
46320,Knife Talk,"Drake, 21 Savage & Project Pat",
46397,Hurricane,Kanye West,Hip-Hop/Rap
46400,Way 2 Sexy,Drake & Young Thug,
46422,Moon,Kanye West,Hip-Hop/Rap
46423,Off The Grid,Kanye West,Hip-Hop/Rap
46424,Jail,Kanye West,Hip-Hop/Rap
46442,Get Into It (Yuh),Doja Cat,Pop
46443,2055,Sleepy Hallow,Hip-Hop/Rap
46444,Love On The Run,Sons Of Zion & Jackson Owens,
46454,Mood Ring,Lorde,Alternative
46455,Visiting Hours,Ed Sheeran,Pop
46460,Essence,"WizKid, Justin Bieber & Tems",
46462,Solar Power,Lorde,Alternative
46481,Ain't Shit,Doja Cat,Pop
46483,Traitor,Olivia Rodrigo,Pop
46503,Skate,"Silk Sonic, Bruno Mars & Paak",
46524,Deja Vu,Olivia Rodrigo,Pop
46544,Favorite Crime,Olivia Rodrigo,Pop
46561,You Right,Doja Cat & Weeknd,
46572,Permission To Dance,BTS,K-Pop
46578,NDA,Billie Eilish,Alternative
46579,Butter,BTS,K-Pop
46601,Heartbreak Anniversary,Giveon,
46604,All She Wrote,SIX60,Pop
46618,Wusyaname,"Tyler, The Creator",Hip-Hop/Rap
46640,Holiday,KSI,Pop
46641,Happier,Olivia Rodrigo,Pop
46663,Rapstar,Polo G,Hip-Hop/Rap
46664,Lost Cause,Billie Eilish,Alternative
46683,Brutal,Olivia Rodrigo,Pop
46720,My Life,"J. Cole, 21 Savage & Morray",
46723,Pride Is The Devil,J. Cole & Lil Baby,Hip-Hop/Rap
46731,Interlude,J. Cole,
46736,Amari,J. Cole,Hip-Hop/Rap
46760,Save Your Tears,Weeknd & Ariana Grande,
46761,Not My Neighbour,Niko Walters,Pop
46762,Miss The Rage,Trippie Redd & Playboi Carti,Hip-Hop/Rap
46801,Sundown,SIX60,
46802,Bang!,AJR,Pop
46823,Up,Cardi B,Hip-Hop/Rap
46863,Streets,Doja Cat,R&B/Soul
46864,Good Days,SZA,R&B/Soul
46922,Help Me Out,Kings & Sons Of Zion,
46936,What's Next,Drake,Hip-Hop/Rap
46944,Wants And Needs,Drake & Lil Baby,
46958,Fade Away,SIX60,
46976,34+35,Ariana Grande,Pop
47023,Catching Feelings,Drax Project & Six60,
47104,So Done,Kid LAROI,
47149,Natural,L. A. B.,
47150,No Roots,L. A. B.,
47157,Yes I Do,L. A. B.,
47167,Willow,Taylor Swift,Alternative
47222,Put Your Records On,Ritt Momney,Pop
47263,pov,Ariana Grande,Pop
47322,Go Crazy,Chris Brown & Young Thug,R&B/Soul
47341,Sweet & Sour,"Jawsh 685, Lauv & Tyga",
47361,Laugh Now Cry Later,Drake & Lil Durk,
47397,Mood Swings,Pop Smoke,Hip-Hop/Rap
47442,Heather,Conan Gray,Pop
47444,Whats Poppin,Jack Harlow,Hip-Hop/Rap
47484,The Woo,"Pop Smoke, 50 Cent & Roddy Ricch",
47519,Wishing Well,Juice WRLD,Hip-Hop/Rap
47521,Smile,Juice WRLD & Weeknd,
47541,My Future,Billie Eilish,Alternative
47558,Exile,Taylor Swift & Bon Iver,
47564,The 1,Taylor Swift,Alternative
47577,The Last Great American Dynasty,Taylor Swift,Alternative
47601,Popstar,DJ Khaled & Drake,
47618,Life Is A Mess,Juice Wrld & Halsey,
47644,If The World Was Ending,JP Saxe & Julia Michaels,
47703,Blueberry Faygo,Lil Mosey,Hip-Hop/Rap
47704,Long Gone,SIX60,
47724,This City,Sam Fischer,Pop
47762,Sunday Best,Surfaces,Pop
47782,Adore You,Harry Styles,Pop
47798,6 To The World,HP Boyz,
47821,Pain 1993,Drake & Playboi Carti,
47823,Believe It,Partynextdoor & Rihanna,
47838,Righteous,Juice WRLD,Hip-Hop/Rap
47843,Glitter,Benee,
47939,Skechers,DripReport,Hip-Hop/Rap
47964,Sugar,BrockHampton,
47983,Please Don't Go,SIX60,
48020,The Greatest,SIX60,
48101,Trampoline,Shaed & Zayn,
48121,Good News,Mac Miller,Hip-Hop/Rap
48144,Hot Girl Bummer,Blackbear,
48281,Raining,SIX60,
48303,Lover (Remix),Taylor Swift & Shawn Mendes,
48314,Never Enough,SIX60,
48339,Follow God,Kanye West,Hip-Hop/Rap
48344,Engineers,HP Boyz,
48361,Lights Up,Harry Styles,Pop
48383,Truth Hurts,Lizzo,Pop
48421,Panini,Lil Nas X,Alternative
48422,No Guidance,Chris Brown & Drake,
48423,It's You,Ali Gatie,R&B/Soul
48443,Lalala,Y2K & Bbno$,
48458,Slide Away,Miley Cyrus,Alternative
48462,Don't Call Me Angel,"Ariana Grande, Miley Cyrus & Lana Del Rey",Soundtrack
48483,Saint Tropez,Post Malone,Hip-Hop/Rap
48484,Sunflower,Post Malone & Swae Lee,Hip-Hop/Rap
48494,Kia Mau Ki To Ukaipo,SIX60,Pop
48504,Lover,Taylor Swift,Pop
48522,The Git Up,Blanco Brown,Country
48523,Boyfriend,Ariana Grande & Social House,Pop
48524,F**k I Am Lonely,Lauv & Anne-Marie,
48539,The Man,Taylor Swift,Pop
48564,Cross Me,Ed Sheeran & Chance The Rapper,
48571,It's The Thought That Counts,Mzwetwo & Rei,
48583,Money In The Grave,Drake & Rick Ross,
48603,Antisocial,Ed Sheeran & Travis Scott,Pop
48619,Remember The Name,"Ed Sheeran, Eminem & 50 Cent",
48659,You Need To Calm Down,Taylor Swift,Pop
48664,Don't Check On Me,"Chris Brown, Justin Bieber & Ink",
48704,The London,"Young Thug, J Cole & Travis Scott",
48721,Never Really Over,Katy Perry,Pop
48722,Earfquake,"Tyler, The Creator",Hip-Hop/Rap
48760,Go Loko,"YG, Tyga & Jon Z",
48762,Wow.,Post Malone,Hip-Hop/Rap
48764,Easier,5 Seconds Of Summer,
48784,When The Party's Over,Billie Eilish,Alternative
48801,Homicide,Logic & Eminem,
48803,Nightmare,Halsey,Alternative
48819,ME!,Taylor Swift & Brendon Urie,
48821,Saturday Nights,Khalid,R&B/Soul
48822,Wish You Were Gay,Billie Eilish,Alternative
48824,Better,Khalid,R&B/Soul
48844,I'm So Tired,Lauv & Troye Sivan,Pop
48864,Earth,Lil Dicky,Pop
48884,Boy With Luv,BTS & Halsey,
48904,Soaked,Bene,
48918,My Bad,Khalid,R&B/Soul
48924,Outta My Head,Khalid & John Mayer,
48940,All The Good Girls Go To Hell,Billie Eilish,Alternative
48943,Monopoly,Ariana Grande & Victoria Monet,
48963,Middle Child,J. Cole,Hip-Hop/Rap
48979,Please Me,Cardi B & Bruno Mars,Hip-Hop/Rap
48980,Thotiana,Blueface,Hip-Hop/Rap
49022,Murder On My Mind,YNW Melly,Hip-Hop/Rap
49084,Sicko Mode,Travis Scott,Hip-Hop/Rap
49095,Needy,Ariana Grande,Pop
49102,Eastside,"Benny Blanco, Khalid & Halsey",
49122,Nothing Breaks Like A Heart,Mark Ronson & Miley Cyrus,
49124,Always Remember Us This Way,Lady Gaga,Soundtrack
49144,Close To Me,"Ellie Goulding, Diplo & Swae Lee",Pop
49161,Undecided,Chris Brown,R&B/Soul
49180,Bad Liar,Imagine Dragons,Alternative
49200,Vibes,SIX60,
49244,Jingle Bell Rock,Daryl Hall & John Oates,Christmas
49260,Imagine,Ariana Grande,Pop
49262,Zeze,"Kodak Black, Travis Scott & Offset",
49284,Mo Bamba,Sheck Wes,Hip-Hop/Rap
49304,Bohemian Rhapsody,Queen,Rock
49321,Come Out And Play,Billie Eilish,Alternative
49363,Falling Down,Lil Peep & XXXTENTACION,Hip-Hop/Rap
49460,Killshot,Eminem,Hip-Hop/Rap
49462,Taste,Tyga & Offset,
49522,Fall,Eminem,Hip-Hop/Rap
49524,Fefe,"6ix9ine, Nicki Minaj & Murda Beatz",
49544,Not Alike,Eminem & Royce Da 5 9,
49556,Greatest,Eminem,Hip-Hop/Rap
49576,Breathin,Ariana Grande,Pop
49581,I Like It,"Cardi B, Bad Bunny & J Balvin",Hip-Hop/Rap
49582,Lovely,Billie Eilish & Khalid,Pop
49604,Praise The Lord (Da Shine),A$AP Rocky & Skepta,
49622,2002,Anne-Marie,Pop
49633,Stargazing,Travis Scott,Hip-Hop/Rap
49663,Boo'd Up,Ella Mai,R&B/Soul
49682,Nevermind,Dennis Lloyd,Dance
49724,OTW,"Khalid, Ty Dollar $ign & 6LACK",
49734,I Like It,Cardi B,
49737,I'm Upset,Drake,Hip-Hop/Rap
49763,Fuck Love,XXXTentacion & Trippie Redd,
49777,All Mine,Kanye West,Hip-Hop/Rap
49801,Playinwitme,Kyle & Kehlani,
49803,Yikes,Kanye West,Hip-Hop/Rap
49804,Ghost Town,Kanye West,Hip-Hop/Rap
49836,Freaky Friday,Lil Dicky & Chris Brown,
49841,Drift Away,Sons Of Zion,
49878,Paranoid,Post Malone,
49904,Stay,Post Malone,
49921,KOD,J. Cole,Hip-Hop/Rap
49923,Mine,Bazzi,Pop
49924,Candy Paint,Post Malone,Hip-Hop/Rap
49944,ATM,J. Cole,Hip-Hop/Rap
49961,Look Alive,BlocBoy JB,Hip-Hop/Rap
49962,Woke Up Late,Drax Project,Pop
49963,Closer,SIX60,
49964,Plug Walk,Rich The Kid,Hip-Hop/Rap
49984,I Fall Apart,Post Malone,Hip-Hop/Rap
50022,Never Be The Same,Camila Cabello,Pop
50024,Stir Fry,Migos,Hip-Hop/Rap
50042,Pray For Me,Weeknd & Kendrick Lamar,
50044,This Is Me,Keala Settle,
50064,Say Something,Justin Timberlake & Chris Stapleton,
50122,Don't Give It Up,SIX60,Pop
50163,Feel It Still,Portugal. The Man,Alternative
50182,Let Me Go,"Hailee Steinfeld, Alesso & Watt",
50224,"Young, Dumb And Broke",Khalid,R&B/Soul
50285,Perfect Symphony,Ed Sheeran & Andrea Bocelli,Classical Crossover
50323,Gucci Gang,Lil Pump,Hip-Hop/Rap
50343,How Long,Charlie Puth,Pop
50344,I Like Me Better,Lauv,Pop
50363,Good Old Days,Macklemore & Ke$ha,
50364,Homemade Dynamite (Remix),"Lorde, Khalid, Post Malone & SZA",
50382,Walk On Water,Eminem & Beyonce,
50383,1-800-273-8255,"Logic, Alessia Cara & Khalid",
50424,Rolling Stone,SIX60,
50440,Sorry Not Sorry,Demi Lovato,Pop
50464,Thunder,Imagine Dragons,Alternative
50573,...Ready For It?,Taylor Swift,Pop
50581,Strip That Down,Liam Payne & Quavo,
50603,Back To You,Louis Tomlinson,Pop
50619,Location,Khalid,R&B/Soul
50622,XO Tour Llif3,Lil Uzi Vert,Hip-Hop/Rap
50623,Slow Hands,Niall Horan,Pop
50642,Your Song,Rita Ora,Pop
50704,Know No Better,"Major Lazer, Travis Scott, Camila Cabello & Quavo",
50740,Fetish,Selena Gomez & Gucci Mane,
50743,Bad Liar,Selena Gomez,Pop
50763,Malibu,Miley Cyrus,Pop
50764,Slide,"Calvin Harris, Frank Ocean & Migos",
50815,Perfect Places,Lorde,Alternative
50816,Green Light,Lorde,Alternative
50817,Homemade Dynamite,Lorde,Alternative
50822,Sober,Lorde,
50844,Sign Of The Times,Harry Styles,Pop
50860,That's What I Like,Bruno Mars,Pop
50863,Options,Pitbull & Stephen Marley,
50884,No Promises,Cheat Codes & Demi Lovato,
50942,DNA,Kendrick Lamar,Hip-Hop/Rap
50979,Loyalty,Kendrick Lamar & Rihanna,
51004,Selfish,Future & Rihanna,
51023,All Time Low,Jon Bellion,Pop
51043,How Far I'll Go,Alessia Cara,Soundtrack
51059,Water Under The Bridge,Adele,Pop
51084,Liability,Lorde,Alternative
51142,Don't Leave,Snakehips & MO,
51143,Now And Later,Sage The Gemini,
51163,Love$ick,Mura Masa & A$AP Rocky,
51184,Fresh Eyes,Andy Grammer,Pop
51197,Sexual,Neiked,
51201,Bad And Boujee,Migos & Lil Uzi Vert,
51203,All Night,Vamps & Matoma,
51243,I Would Like,Zara Larsson,Pop
51262,Lovesick,Mura Masa & A$AP Rocky,
51282,The Mack,"Nevada, Mark Morrison & Fetty Wap",
51303,Cold Water,"Major Lazer, Justin Bieber & Mo",
51304,Stranger,Peking Duk & Eliphant,
51338,Summer Wonderland,Ronan Keating,Pop
51341,Scars To Your Beautiful,Alessia Cara,Pop
51344,Capsize,Frenship & Emily Warren,
51353,Call On Me (Ryan Riback Remix),Starley,House
51421,Shout Out To My Ex,Little Mix,Pop
51423,Side To Side,Ariana Grande & Nicki Minaj,
51457,Send My Love (To Your New Lover),Adele,Pop
51459,Say It,Flume & Tove Lo,
51460,All In My Head (Flex),Fifth Harmony & Fetty Wap,
51461,We Don't Talk Anymore,Charlie Puth & Selena Gomez,
51462,Into You,Ariana Grande,Pop
51463,Heathens,Twenty One Pilots,
51464,Don't Worry About It,Kings,
51465,Ride,Twenty One Pilots,
51470,Speeding Cars,Walking On Cars,Alternative
51471,Never Be Like You,Flume & Kai,
51472,Needed Me,Rihanna,Pop
51492,Don't Mind,Kent Jones,Hip-Hop/Rap
51530,Just Like Fire,P!nk,Pop
51545,I Hate U I Love U,,
51565,We Don't Talk Anymore,Zedd & Selena Gomez,
51571,Close,Nick Jonas & Tove Lo,
51605,"I Hate U, I Love U",Gnash & Olivia O'Brien,
51624,Wild Things,Alessia Cara,Pop
51629,Hide Away,Daya,Pop
51633,Middle,DJ Snake & Bipolar Sunshine,
51634,NO,Meghan Trainor,Pop
51635,Secret Love Song,Little Mix & Jason Derulo,
51637,Gold,Kiiara,Pop
51638,Ocean Drive,Duke Dumont,Electronic
51640,History,One Direction,Pop
51641,Dance Off,"Macklemore & Ryan Lewis, Idris Elba And Anderson Paak",
51642,Free,Broods,
51647,Youth,Troye Sivan,Pop
51650,Famous,"Kanye West, Rihanna & Swizz Beatz",
51651,Mama Said,Lukas Graham,Pop
51652,Like I Would,Zayn Malik,
51745,Lay It All On Me,Rudimental & Ed Sheeran,
51750,Back To Sleep,Chris Brown,R&B/Soul
51789,Be Right There,Diplo & Sleepy Tom,Dance
51791,Working For It,"Zhu, Skrillex & They",
51870,The Trouble With Us,Marcus Marr & Chet Faker,Electronic
51907,Ex's & Oh's,Elle King,Alternative
51908,Boys Like You,"Who Is Fancy, Meghan Trainor & Ariana Grande",
51936,Bang My Head,David Guetta & Sia,
51987,Downtown,"Macklemore & Ryan Lewis, Eric Nally, Melle Mel, Kool Moe Dee And Grandmaster Caz",
52027,Magnets,Disclosure & Lorde,
52066,Heroes,David Bowie,Pop
52071,Space Oddity,David Bowie,Pop
52072,Let's Dance,David Bowie,Pop
52105,679,Fetty Wap & Remy Boyz,
52107,White Lines,SIX60,
52230,The Fix,Nelly & Jeremih,
52272,Levels,Nick Jonas,Pop
52291,Sweet Disguise,Jupiter Project,Dance
52424,Confident,Demi Lovato,Pop
52509,Wild (EP),Troye Sivan,Pop
52511,Again,Fetty Wap,Hip-Hop/Rap
52542,Cool For The Summer,Demi Lovato,Pop
52551,Wildest Dreams,Taylor Swift,Pop
52586,Peanut Butter Jelly,Galantis,Dance
52627,Do It Again,"Pia Mia, Chris Brown & Tyga",
52660,Inifinity,One Direction,Pop
52661,Alive,Sia,Pop
52666,Dessert,Dawin,Pop
52703,I Was Made For Loving You,Tori Kelly & Ed Sheeran,
52705,Team Ball Player Thing,#kiwiscurebatten,
52712,Not Letting Go,Tinie Tempah & Jess Glynne,
52746,Powerful,"Major Lazer, Ellie Goulding & Tarrus Riley",
52750,You Don't Own Me,Grace & G-Eazy,
52754,The Pigeon Song,Guy Williams & Scribe,
52783,Inside Out,Avalanche City,
52787,I See Fire,Sol3 Mio,
52791,Wings,Delta Goodrem,
52826,Black Magic,Little Mix,Pop
52869,Golden,Travie McCoyÃÂ & Sia,
52871,Whistle (While You Work It),Katy Tiz,Dance
52983,Awaken My Soul,Arise,
53028,Someone New,Hozier,Singer/Songwriter
53030,Flashlight,Jessie J,Soundtrack
53043,She's Kinda Hot,5 Seconds Of Summer,
53096,Fight Song,Rachel Platten,Pop
53139,Bad Blood,Taylor Swift,Pop
53148,Do You Remember,Jarryd JamesÃÂ ,
53150,Wasn't Expecting That,Jamie Lawson,Singer/Songwriter
53187,Nobody Love,Tori Kelly,Pop
53227,Bloodstream,Ed Sheeran,Pop
53264,Paint The Town Green,Script,
53269,Ship To Wreck,Florence & The Machine,
53270,Lay Me Down,Sam Smith,Pop
53308,King Kunta,Kendrick Lamar,Hip-Hop/Rap
53338,King And Queen,Beau Monga,
53346,So High,SIX60,
53350,Nasty Freestyle,T-Wayne,Hip-Hop/Rap
53417,Kiss From A Ghost,I Am Giant,Pop
53470,Old Thing Back,"Notorious B.I.G., Ja Rule & Ralph Tresvant",
53501,Get It,"Jupiter Project, P-Money, Young Tapz & Epic The Future",
53544,Freaks,Timmy Trumpet,House
53551,New Rush,Gin Wigmore,Alternative
53552,Style,Taylor Swift,Pop
53569,Fight Song,X Factor NZ Top 12,
53588,Love Me Anyway,Ginny Blackmore,
53620,Lighthouse,G.R.L.,Pop
53623,Up,Olly Murs & Demi Lovato,
53628,Heartbeat Song,Kelly Clarkson,Pop
53629,Special,SIX60,
53661,Masterpiece,Jessie J,Pop
53664,Jealous,Nick Jonas,Pop
53672,Ayo,Chris Brown & Tyga,Hip-Hop/Rap
53711,Believe,Mumford & Sons,
53747,Elastic Heart,"Sia, The Weeknd & Diplo",
53784,Take Me Over,Peking Duk & Safia,
53787,Until The Last Goodbye,Jackie Thomas,Pop
53788,I Don't F*** With You,Big Sean & E-40,
53830,All Day,Kanye West,Hip-Hop/Rap
53831,All About It,Hoodie Allen & Ed Sheeran,
53832,7/11,Beyonce Knowles,
53910,Blank Space,Taylor Swift,Pop
53911,Pray To God,Calvin Harris & HAIM,
53912,Night Changes,One Direction,Pop
53946,What Kind Of Man,Florence & The Machine,
53983,Shut Up And Dance,Victoria Duffield,
53987,Dear Future Husband,Meghan Trainor,Pop
54025,Bed Of Lies,Nicki Minaj & Skylar Grey,
54028,Blame It On Me,George Ezra,Singer/Songwriter
54071,Ah Yeah So What,"Will Sparks, Wiley & Elen Levon",
54103,Only Love Can Hurt Like This,Paloma Faith,Pop
54106,Yellow Flicker Beat,Lorde,Soundtrack
54109,Sledgehammer,Fifth Harmony,Pop
54147,Real Love,Clean Bandit & Jess Glynne,Dance
54152,The Heart Wants What It Wants,Selena Gomez,Pop
54160,Only One,"Kanye West, Paul McCartney & Ty Dolla $ign",
54186,New Thang,RedFoo,
54188,Ugly Heart,G.R.L.,Pop
54230,In Your Arms,Nico & Vinz,Pop
54232,Title,Meghan Trainor,Pop
54294,Xmas Cake,Jay-Jay Harvey & Jupiter Project,
54335,Make It Rain (From Sons Of Anarchy),Ed Sheeran,Pop
54429,I Lived,OneRepublic,Pop
54431,Classic,Knocks & Powers,
54432,Step On Up,Benny Tipene,
54460,Kings & Queens,Brooke Fraser,
54498,Stand By You,Marlisa,Pop
54501,Ready To Run,One Direction,Pop
54506,We Are Done,Madden Brothers,
54507,Oh Cecilia (Breaking My Heart),Vamps & Shawn Mendes,
54512,You Ruin Me,Veronicas,
54540,I Bet My Life,Imagine Dragons,Alternative
54543,Out Of The Woods,Taylor Swift,Pop
54573,Welcome To New York,Taylor Swift,Pop
54581,Slings And Arrows,Fat Freddy's Drop,Dance
54586,Changing,Sigma & Paloma Faith,
54609,Hey,Sammy Johnson,
54624,Something From Nothing,Foo Fighters,Alternative
54628,Ice Ice Baby,Vanilla Ice,Hip-Hop/Rap
54631,You Just Don't Care,Pipe Down Project,
54663,Break The Rules,Charli XCX,Pop
54703,Life Of The Party,Shawn Mendes,Pop
54710,Mother & Father,Broods,
54711,Latch,Disclosure & Sam Smith,
54742,Booty,Jennifer Lopez,Pop
54743,i,Kendrick Lamar,Hip-Hop/Rap
54752,Secrets,Mary Lambert,
54778,Glow,Ella Henderson,Pop
54779,Que Sera,Justice Crew,Pop
54781,Budapest,Dean Ray,
54789,Somebody To You,Vamps & Demi Lovato,
54820,Stay With Me,Reigan Derry,
54827,New Flame,"Chris Brown, Usher & Rick Ross",
54832,Centuries,Fall Out Boy,Alternative
54841,Take Us Back,Titanium,
54860,Somebody To You,Vamps,
54866,"Hail, Rain Or Sunshine",Script,
54869,Guts Over Fear,Eminem & Sia,
54912,Beautiful Pain,Eminem & Sia,
54939,Never Tear Us Apart,INXS,Pop
54944,Bridges,Broods,
54970,Four Walls,Broods,
54986,Aotearoa,Stan Walker & Ria Hall,
54987,With You,"Jupiter Project, Jetski Safari & Helen Corry",
54988,Love Runs Out,OneRepublic,Pop
54989,I Need You Tonight,INXS,Pop
55021,Best Mistake,Ariana Grande & Big Sean,
55027,Come Get It Bae,Pharrell & Miley Cyrus,
55028,It's My Birthday,Will.i.am & Cody Wise,
55029,Dumb,Jamie McDell,
55065,Happy Little Pill,Troye Sivan,Pop
55070,Pills N Potions,Nicki Minaj,Hip-Hop/Rap
55109,I Will Never Let You Down,Rita Ora,Pop
55112,Bend Ova,Lil Jon & Tyga,
55137,When A Man Loves A Woman,Johnny Rollins,
55145,American Dream,MKTO,Pop
55152,Holding You,Ginny Blackmore & Stan Walker,
55188,Be Okay,Oh Honey,Pop
55190,Let It Go,Demi Lovato,Soundtrack
55192,No Mediocre,T.I. & Iggy Azalea,
55229,Brave,Sara Bareilles,Pop
55231,Really Don't Care,Demi Lovato & Cher Lloyd,
55232,High,Peking Duk,
55271,Let It Go,Idina Menzel,Musicals
55272,Think You're So Free,Shihad,Rock
55303,Free,Rudimental & Emeli Sande,
55344,Shame,Keith Urban,
55345,Not A Bad Thing,Justin Timberlake,Pop
55347,Bleeding Out,Imagine Dragons,Alternative
55350,Lonely,Benny Tipene,
55352,Birthday,Katy Perry,Pop
55371,Brooklyn Baby,Lana Del Rey,Alternative
55382,Final Masquerade,Linkin Park,
55387,I Got U,Duke Dumont & Jax Jones,
55431,Come With Me Now,Kongos,
55479,Symphony,Lz7 & Esther Elliott,
55502,Good Girls,5 Seconds Of Summer,
55504,Nobody To Love (in The Style Of Sigma),Ultimate Dance,
55505,Of The Night,Bastille,Alternative
55507,Beating Heart,Ellie Goulding,Pop
55531,Scream (Funk My Life Up),Paolo Nutini,Pop
55551,Best Day Of My Life,American Authors,Alternative
55580,Start A Revolution,Devilskin,Rock
55585,Everything Is Awesome!!!,Tegan & Sara,
55624,Loyal,Chris Brown & Lil Wayne,
55632,Pulses,Karmin,Pop
55656,I Can't Make You Love Me,Ginny Blackmore & Stan Walker,
55663,West Coast,Lana Del Rey,Alternative
55664,Natalie,Bruno Mars,Pop
55669,Anything,Hedley,
55698,Walking On Air,Katy Perry,Pop
55706,Can't Rely On You,Paloma Faith,Pop
55709,Jump,Rihanna,Pop
55711,God Only Knows,MKTO,
55751,Wild Wild Love,Pitbull & G.R.L.,
55769,Whispers,Passenger,Singer/Songwriter
55785,Ribs,Lorde,Alternative
55790,Candle In The Wind,Ed Sheeran,Rock
55811,Bye Bye Bye,Nsync,
55825,Like A Drum,Guy Sebastian,Pop
55829,Take Me Home,Cash Cash,
55830,Heaven Knows,Pretty Reckless,
55832,Never Gonna Change,Broods,
55871,Things We Lost In The Fire,Bastille,Alternative
55872,Make You Mine,Benny Tipene,
55904,Undressed,Kim Cesarion,Pop
55909,Air Balloon,Lily Allen,Pop
55943,The Wire,David Dallas & Ruby Frost,
55950,Dancing In The Dark,Bruce Springsteen,Rock
55952,Feelin' Myself,Will.I.am & Miley Cyrus,
55986,Radioactive,Imagine Dragons,Alternative
55990,How Long Will I Love You,Ellie Goulding,Pop
56030,Young And Beautiful,Lana Del Rey,Alternative
56032,Hold On,Colbie Caillat,
56067,Something I Need,OneRepublic,Pop
56069,Can We Dance,Vamps,
56102,Sensitive To A Smile,Aotearoa Allstars,
56147,Adore You,Miley Cyrus,Pop
56183,Under Control,"Calvin Harris, Alesso & Hurts",
56185,Old School Love,Lupe Fiasco & Ed Sheeran,
56190,Runnin',David Dallas,
56192,Move,Little Mix,Pop
56231,The Wire,HAIM,Rock
56232,Show Me,Kid Ink & Chris Brown,
56268,Neon Lights,Demi Lovato,Pop
56299,Unconditionally,Katy Perry,Pop
56308,Bonfire Heart,James Blunt,Pop
56309,Replay,Zendaya,
56311,Tennis Court,Lorde,Alternative
56333,The Fox,Ylvis,Pop
56342,Snoopy's Christmas,Royal Guardsmen,
56352,White Walls,"Macklemore, Ryan Lewis, ScHoolboy Q & Hollis",
56372,You,Nathaniel,
56379,Gravity,Sara Bareilles,
56391,Inner Ninja,Classified & David Myles,
56418,Hard Out Here,Lily Allen,Pop
56421,Everybody,Justice Crew,
56428,SFM,Ginny Blackmore,Pop
56430,Little Drummer Boy,Pentatonix,
56432,Like It's Over,Stan Walker & Ria Hall,
