,Country_1,Country_2,Song,Difference_in_Days
27707,USA,Portugal,Farruko - Pepas,-120
27708,USA,Spain,Farruko - Pepas,-14
27709,USA,Sweden,Farruko - Pepas,-317
27710,USA,Switzerland,Farruko - Pepas,-134
27711,USA,USA,Farruko - Pepas,0
27712,Portugal,Austria,Farruko - Pepas,-114
27713,Portugal,Belgium,Farruko - Pepas,71
27714,Portugal,Denmark,Farruko - Pepas,-12
27715,Portugal,France,Farruko - Pepas,85
27716,Portugal,Germany,Farruko - Pepas,57
27717,Portugal,Greece,Farruko - Pepas,-106
27718,Portugal,Italy,Farruko - Pepas,45
27719,Portugal,Netherlands,Farruko - Pepas,92
27720,Portugal,Norway,Farruko - Pepas,-9
27721,Portugal,Portugal,Farruko - Pepas,0
27722,Portugal,Spain,Farruko - Pepas,106
27723,Portugal,Sweden,Farruko - Pepas,-197
27724,Portugal,Switzerland,Farruko - Pepas,-14
27725,Portugal,USA,Farruko - Pepas,120
27726,Portugal,Portugal,"Farruko, Victor Cardenas & Dj Adoni - El Incomprendido",0
27727,Portugal,Spain,"Farruko, Victor Cardenas & Dj Adoni - El Incomprendido",155
27728,UK,UK,Fast Food Rockers - Fast Food Song,0
27729,UK,UK,Fast Food Rockers - I Love Christmas,0
27730,UK,UK,Fast Food Rockers - Say Cheese (smile Please),0
27731,USA,USA,Fastball - Out Of My Head,0
27732,USA,USA,Fastball - The Way,0
27733,USA,Australia,Fat Joe & Ashanti - What's Luv?,-58
27734,USA,Austria,Fat Joe & Ashanti - What's Luv?,-98
27735,USA,Canada,Fat Joe & Ashanti - What's Luv?,-61
27736,USA,Denmark,Fat Joe & Ashanti - What's Luv?,-91
27737,USA,France,Fat Joe & Ashanti - What's Luv?,-57
27738,USA,Ireland,Fat Joe & Ashanti - What's Luv?,-56
27739,USA,Netherlands,Fat Joe & Ashanti - What's Luv?,-82
27740,USA,New Zealand,Fat Joe & Ashanti - What's Luv?,-43
27741,USA,Norway,Fat Joe & Ashanti - What's Luv?,-70
27742,USA,Sweden,Fat Joe & Ashanti - What's Luv?,-56
27743,USA,Switzerland,Fat Joe & Ashanti - What's Luv?,-78
27744,USA,USA,Fat Joe & Ashanti - What's Luv?,0
27745,USA,USA,Fat Joe - All The Way Up,0
27746,USA,Australia,Fat Joe - Get It Poppin,-35
27747,USA,Finland,Fat Joe - Get It Poppin,-49
27748,USA,New Zealand,Fat Joe - Get It Poppin,-10
27749,USA,UK,Fat Joe - Get It Poppin,-36
27750,USA,USA,Fat Joe - Get It Poppin,0
27751,UK,Australia,Fat Joe - Get It Poppin,1
27752,UK,Finland,Fat Joe - Get It Poppin,-13
27753,UK,New Zealand,Fat Joe - Get It Poppin,26
27754,UK,UK,Fat Joe - Get It Poppin,0
27755,UK,USA,Fat Joe - Get It Poppin,36
27756,USA,Taiwan,Fat Joe - I Won't Tell,-16
27757,USA,USA,Fat Joe - I Won't Tell,0
27758,USA,Australia,Fat Joe Featuring R. Kelly - We Thuggin',-184
27759,USA,USA,Fat Joe Featuring R. Kelly - We Thuggin',0
27760,UK,UK,Fat Les - Vindaloo,0
27761,UK,Ireland,Fatboy Slim - Eat Sleep Rave Repeat,-3
27762,UK,Netherlands,Fatboy Slim - Eat Sleep Rave Repeat,-55
27763,UK,UK,Fatboy Slim - Eat Sleep Rave Repeat,0
27764,USA,USA,Fatboy Slim - Praise You,0
27765,UK,Portugal,Fatboy Slim - Slash Dot Dash,-24
27766,UK,Spain,Fatboy Slim - Slash Dot Dash,-6
27767,UK,UK,Fatboy Slim - Slash Dot Dash,0
27768,Portugal,Portugal,Fatboy Slim - Slash Dot Dash,0
27769,Portugal,Spain,Fatboy Slim - Slash Dot Dash,18
27770,Portugal,UK,Fatboy Slim - Slash Dot Dash,24
27771,UK,Japan,Fatboy Slim - That Old Pair Of Jeans,8
27772,UK,UK,Fatboy Slim - That Old Pair Of Jeans,0
27773,UK,Chile,Fatboy Slim - The Joker,8
27774,UK,UK,Fatboy Slim - The Joker,0
27775,USA,USA,Fatboy Slim - The Rockafeller Skank,0
27776,UK,UK,Fatboy Slim - Wonderful Night,0
27777,UK,Australia,Fatman Scoop - Be Faithful,-76
27778,UK,Belgium,Fatman Scoop - Be Faithful,-55
27779,UK,Denmark,Fatman Scoop - Be Faithful,-27
27780,UK,France,Fatman Scoop - Be Faithful,-56
27781,UK,Ireland,Fatman Scoop - Be Faithful,-13
27782,UK,Netherlands,Fatman Scoop - Be Faithful,-62
27783,UK,Switzerland,Fatman Scoop - Be Faithful,-104
27784,UK,UK,Fatman Scoop - Be Faithful,0
27785,UK,Australia,Fatman Scoop - It Takes Scoop,-55
27786,UK,Ireland,Fatman Scoop - It Takes Scoop,1
27787,UK,UK,Fatman Scoop - It Takes Scoop,0
27788,UK,Austria,Faul - Changes,72
27789,UK,Belgium,Faul - Changes,51
27790,UK,Chile,Faul - Changes,-167
27791,UK,Finland,Faul - Changes,-39
27792,UK,France,Faul - Changes,-14
27793,UK,Germany,Faul - Changes,98
27794,UK,Greece,Faul - Changes,-13
27795,UK,Italy,Faul - Changes,-14
27796,UK,Netherlands,Faul - Changes,-27
27797,UK,Portugal,Faul - Changes,-7
27798,UK,Spain,Faul - Changes,-7
27799,UK,Switzerland,Faul - Changes,49
27800,UK,UK,Faul - Changes,0
27801,Portugal,Austria,Faul - Changes,79
27802,Portugal,Belgium,Faul - Changes,58
27803,Portugal,Chile,Faul - Changes,-160
27804,Portugal,Finland,Faul - Changes,-32
27805,Portugal,France,Faul - Changes,-7
27806,Portugal,Germany,Faul - Changes,105
27807,Portugal,Greece,Faul - Changes,-6
27808,Portugal,Italy,Faul - Changes,-7
27809,Portugal,Netherlands,Faul - Changes,-20
27810,Portugal,Portugal,Faul - Changes,0
27811,Portugal,Spain,Faul - Changes,0
27812,Portugal,Switzerland,Faul - Changes,56
27813,Portugal,UK,Faul - Changes,7
27814,UK,UK,Fazer - Killer,0
27815,UK,Australia,Fedde Le Grand - Put Your Hands Up For Detroit,-118
27816,UK,Belgium,Fedde Le Grand - Put Your Hands Up For Detroit,-32
27817,UK,Bulgaria,Fedde Le Grand - Put Your Hands Up For Detroit,-30
27818,UK,Denmark,Fedde Le Grand - Put Your Hands Up For Detroit,44
27819,UK,Finland,Fedde Le Grand - Put Your Hands Up For Detroit,-5
27820,UK,France,Fedde Le Grand - Put Your Hands Up For Detroit,-82
27821,UK,Greece,Fedde Le Grand - Put Your Hands Up For Detroit,-153
27822,UK,Ireland,Fedde Le Grand - Put Your Hands Up For Detroit,2
27823,UK,Netherlands,Fedde Le Grand - Put Your Hands Up For Detroit,80
27824,UK,Sweden,Fedde Le Grand - Put Your Hands Up For Detroit,-8
27825,UK,UK,Fedde Le Grand - Put Your Hands Up For Detroit,0
27826,Portugal,Austria,Feder & Lyse - Goodbye,28
27827,Portugal,Belgium,Feder & Lyse - Goodbye,118
27828,Portugal,Bulgaria,Feder & Lyse - Goodbye,119
27829,Portugal,France,Feder & Lyse - Goodbye,105
27830,Portugal,Germany,Feder & Lyse - Goodbye,90
27831,Portugal,Italy,Feder & Lyse - Goodbye,175
27832,Portugal,Netherlands,Feder & Lyse - Goodbye,134
27833,Portugal,Portugal,Feder & Lyse - Goodbye,0
27834,Portugal,Spain,Feder & Lyse - Goodbye,28
27835,Portugal,Switzerland,Feder & Lyse - Goodbye,91
27836,Portugal,Portugal,Fedo Mora & Camurri - After The Rain,0
27837,UK,Australia,Feeder - Feeling A Moment,-125
27838,UK,UK,Feeder - Feeling A Moment,0
27839,UK,UK,Feeder - Forget About Tomorrow,0
27840,UK,UK,Feeder - Just The Way I'm Feeling,0
27841,UK,UK,Feeder - Lost & Found,0
27842,UK,UK,Feeder - Shatter/Tender,0
27843,UK,UK,Feeder - Tumble And Fall,0
27844,UK,UK,Feeder - We Are The People,0
27845,UK,Netherlands,Feeling - Fill My Little World,-106
27846,UK,UK,Feeling - Fill My Little World,0
27847,UK,UK,Feeling - I Thought It Was Over,0
27848,UK,UK,Feeling - Love It When You Call,0
27849,UK,UK,Feeling - Never Be Lonely,0
27850,UK,UK,Feeling - Rose,0
27851,UK,Netherlands,Feeling - Sewn,-62
27852,UK,UK,Feeling - Sewn,0
27853,USA,Australia,"Feist - 1, 2, 3, 4",-56
27854,USA,Canada,"Feist - 1, 2, 3, 4",-76
27855,USA,UK,"Feist - 1, 2, 3, 4",34
27856,USA,USA,"Feist - 1, 2, 3, 4",0
27857,UK,Australia,"Feist - 1, 2, 3, 4",-90
27858,UK,Canada,"Feist - 1, 2, 3, 4",-110
27859,UK,UK,"Feist - 1, 2, 3, 4",0
27860,UK,USA,"Feist - 1, 2, 3, 4",-34
27861,UK,Australia,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),-27
27862,UK,Austria,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),71
27863,UK,Belgium,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),63
27864,UK,Bulgaria,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),-55
27865,UK,Denmark,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),38
27866,UK,Finland,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),18
27867,UK,France,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),36
27868,UK,Germany,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),105
27869,UK,Ireland,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),1
27870,UK,Netherlands,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),72
27871,UK,New Zealand,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),-48
27872,UK,Norway,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),43
27873,UK,Portugal,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),-55
27874,UK,Spain,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),-20
27875,UK,Sweden,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),45
27876,UK,Switzerland,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),127
27877,UK,UK,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),0
27878,Portugal,Australia,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),28
27879,Portugal,Austria,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),126
27880,Portugal,Belgium,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),118
27881,Portugal,Bulgaria,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),0
27882,Portugal,Denmark,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),93
27883,Portugal,Finland,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),73
27884,Portugal,France,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),91
27885,Portugal,Germany,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),160
27886,Portugal,Ireland,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),56
27887,Portugal,Netherlands,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),127
27888,Portugal,New Zealand,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),7
27889,Portugal,Norway,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),98
27890,Portugal,Portugal,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),0
27891,Portugal,Spain,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),35
27892,Portugal,Sweden,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),100
27893,Portugal,Switzerland,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),182
27894,Portugal,UK,Felix Jaehn & Jasmine Thompson - Ain't Nobody (Loves Me Better),55
27895,USA,Australia,Fergie - Big Girls Don't Cry,56
27896,USA,Austria,Fergie - Big Girls Don't Cry,23
27897,USA,Belgium,Fergie - Big Girls Don't Cry,22
27898,USA,Brazil,Fergie - Big Girls Don't Cry,126
27899,USA,Canada,Fergie - Big Girls Don't Cry,-55
27900,USA,Chile,Fergie - Big Girls Don't Cry,-31
27901,USA,Finland,Fergie - Big Girls Don't Cry,20
27902,USA,France,Fergie - Big Girls Don't Cry,-38
27903,USA,Germany,Fergie - Big Girls Don't Cry,-7
27904,USA,Ireland,Fergie - Big Girls Don't Cry,49
27905,USA,Netherlands,Fergie - Big Girls Don't Cry,-91
27906,USA,New Zealand,Fergie - Big Girls Don't Cry,45
27907,USA,Norway,Fergie - Big Girls Don't Cry,-10
27908,USA,Portugal,Fergie - Big Girls Don't Cry,-133
27909,USA,Sweden,Fergie - Big Girls Don't Cry,16
27910,USA,Switzerland,Fergie - Big Girls Don't Cry,-4
27911,USA,UK,Fergie - Big Girls Don't Cry,55
27912,USA,USA,Fergie - Big Girls Don't Cry,0
27913,UK,Australia,Fergie - Big Girls Don't Cry,1
27914,UK,Austria,Fergie - Big Girls Don't Cry,-32
27915,UK,Belgium,Fergie - Big Girls Don't Cry,-33
27916,UK,Brazil,Fergie - Big Girls Don't Cry,71
27917,UK,Canada,Fergie - Big Girls Don't Cry,-110
27918,UK,Chile,Fergie - Big Girls Don't Cry,-86
27919,UK,Finland,Fergie - Big Girls Don't Cry,-35
27920,UK,France,Fergie - Big Girls Don't Cry,-93
27921,UK,Germany,Fergie - Big Girls Don't Cry,-62
27922,UK,Ireland,Fergie - Big Girls Don't Cry,-6
27923,UK,Netherlands,Fergie - Big Girls Don't Cry,-146
27924,UK,New Zealand,Fergie - Big Girls Don't Cry,-10
27925,UK,Norway,Fergie - Big Girls Don't Cry,-65
27926,UK,Portugal,Fergie - Big Girls Don't Cry,-188
27927,UK,Sweden,Fergie - Big Girls Don't Cry,-39
27928,UK,Switzerland,Fergie - Big Girls Don't Cry,-59
27929,UK,UK,Fergie - Big Girls Don't Cry,0
27930,UK,USA,Fergie - Big Girls Don't Cry,-55
27931,Portugal,Australia,Fergie - Big Girls Don't Cry,189
27932,Portugal,Austria,Fergie - Big Girls Don't Cry,156
27933,Portugal,Belgium,Fergie - Big Girls Don't Cry,155
27934,Portugal,Brazil,Fergie - Big Girls Don't Cry,259
27935,Portugal,Canada,Fergie - Big Girls Don't Cry,78
27936,Portugal,Chile,Fergie - Big Girls Don't Cry,102
27937,Portugal,Finland,Fergie - Big Girls Don't Cry,153
27938,Portugal,France,Fergie - Big Girls Don't Cry,95
27939,Portugal,Germany,Fergie - Big Girls Don't Cry,126
27940,Portugal,Ireland,Fergie - Big Girls Don't Cry,182
27941,Portugal,Netherlands,Fergie - Big Girls Don't Cry,42
27942,Portugal,New Zealand,Fergie - Big Girls Don't Cry,178
27943,Portugal,Norway,Fergie - Big Girls Don't Cry,123
27944,Portugal,Portugal,Fergie - Big Girls Don't Cry,0
27945,Portugal,Sweden,Fergie - Big Girls Don't Cry,149
27946,Portugal,Switzerland,Fergie - Big Girls Don't Cry,129
27947,Portugal,UK,Fergie - Big Girls Don't Cry,188
27948,Portugal,USA,Fergie - Big Girls Don't Cry,133
27949,USA,Australia,Fergie - Clumsy,28
27950,USA,Brazil,Fergie - Clumsy,-50
27951,USA,Canada,Fergie - Clumsy,-6
27952,USA,Chile,Fergie - Clumsy,-122
27953,USA,Greece,Fergie - Clumsy,-20
27954,USA,Ireland,Fergie - Clumsy,28
27955,USA,New Zealand,Fergie - Clumsy,52
27956,USA,Sweden,Fergie - Clumsy,44
27957,USA,USA,Fergie - Clumsy,0
27958,USA,Australia,Fergie - Fergalicious,7
27959,USA,Austria,Fergie - Fergalicious,11
27960,USA,Belgium,Fergie - Fergalicious,-356
27961,USA,Brazil,Fergie - Fergalicious,-6
27962,USA,Bulgaria,Fergie - Fergalicious,24
27963,USA,Canada,Fergie - Fergalicious,269
27964,USA,Chile,Fergie - Fergalicious,-150
27965,USA,China,Fergie - Fergalicious,-2
27966,USA,Finland,Fergie - Fergalicious,22
27967,USA,France,Fergie - Fergalicious,-13
27968,USA,Greece,Fergie - Fergalicious,14
27969,USA,New Zealand,Fergie - Fergalicious,-18
27970,USA,Norway,Fergie - Fergalicious,-21
27971,USA,Sweden,Fergie - Fergalicious,61
27972,USA,Taiwan,Fergie - Fergalicious,68
27973,USA,USA,Fergie - Fergalicious,0
27974,USA,Australia,Fergie - Glamorous,-63
27975,USA,Austria,Fergie - Glamorous,-47
27976,USA,Belgium,Fergie - Glamorous,-54
27977,USA,Canada,Fergie - Glamorous,-75
27978,USA,China,Fergie - Glamorous,-135
27979,USA,France,Fergie - Glamorous,-80
27980,USA,Ireland,Fergie - Glamorous,-29
27981,USA,New Zealand,Fergie - Glamorous,-46
27982,USA,UK,Fergie - Glamorous,27
27983,USA,USA,Fergie - Glamorous,0
27984,UK,Australia,Fergie - Glamorous,-90
27985,UK,Austria,Fergie - Glamorous,-74
27986,UK,Belgium,Fergie - Glamorous,-81
27987,UK,Canada,Fergie - Glamorous,-102
27988,UK,China,Fergie - Glamorous,-162
27989,UK,France,Fergie - Glamorous,-107
27990,UK,Ireland,Fergie - Glamorous,-56
27991,UK,New Zealand,Fergie - Glamorous,-73
27992,UK,UK,Fergie - Glamorous,0
27993,UK,USA,Fergie - Glamorous,-27
27994,USA,Canada,Fergie - L.A.Love (La La),47
27995,USA,UK,Fergie - L.A.Love (La La),-7
27996,USA,USA,Fergie - L.A.Love (La La),0
27997,UK,Canada,Fergie - L.A.Love (La La),54
27998,UK,UK,Fergie - L.A.Love (La La),0
27999,UK,USA,Fergie - L.A.Love (La La),7
28000,USA,Australia,Fergie - London Bridge,-28
28001,USA,Austria,Fergie - London Bridge,-53
28002,USA,Belgium,Fergie - London Bridge,-45
28003,USA,Brazil,Fergie - London Bridge,-70
28004,USA,Chile,Fergie - London Bridge,-59
28005,USA,Denmark,Fergie - London Bridge,-27
28006,USA,Finland,Fergie - London Bridge,-28
28007,USA,France,Fergie - London Bridge,-70
28008,USA,Greece,Fergie - London Bridge,-63
28009,USA,Ireland,Fergie - London Bridge,-35
28010,USA,Italy,Fergie - London Bridge,-38
28011,USA,Japan,Fergie - London Bridge,-35
28012,USA,Netherlands,Fergie - London Bridge,-57
28013,USA,New Zealand,Fergie - London Bridge,-44
28014,USA,Norway,Fergie - London Bridge,-43
28015,USA,Sweden,Fergie - London Bridge,-31
28016,USA,Switzerland,Fergie - London Bridge,-42
28017,USA,UK,Fergie - London Bridge,-29
28018,USA,USA,Fergie - London Bridge,0
28019,UK,Australia,Fergie - London Bridge,1
28020,UK,Austria,Fergie - London Bridge,-24
28021,UK,Belgium,Fergie - London Bridge,-16
28022,UK,Brazil,Fergie - London Bridge,-41
28023,UK,Chile,Fergie - London Bridge,-30
28024,UK,Denmark,Fergie - London Bridge,2
28025,UK,Finland,Fergie - London Bridge,1
28026,UK,France,Fergie - London Bridge,-41
28027,UK,Greece,Fergie - London Bridge,-34
28028,UK,Ireland,Fergie - London Bridge,-6
28029,UK,Italy,Fergie - London Bridge,-9
28030,UK,Japan,Fergie - London Bridge,-6
28031,UK,Netherlands,Fergie - London Bridge,-28
28032,UK,New Zealand,Fergie - London Bridge,-15
28033,UK,Norway,Fergie - London Bridge,-14
28034,UK,Sweden,Fergie - London Bridge,-2
28035,UK,Switzerland,Fergie - London Bridge,-13
28036,UK,UK,Fergie - London Bridge,0
28037,UK,USA,Fergie - London Bridge,29
28038,USA,USA,Fergie - M.I.L.F.$,0
28039,Portugal,Portugal,Fernando Daniel - Espera,0
28040,Portugal,Portugal,Fernando Daniel - Melodia Da Saudade,0
28041,UK,UK,Ferry Corsten - Fire,0
28042,UK,Canada,Ferry Corsten - Rock Your Body Rock,29
28043,UK,UK,Ferry Corsten - Rock Your Body Rock,0
28044,USA,Canada,Fetty Wap & Monty - My Way,-2
28045,USA,USA,Fetty Wap & Monty - My Way,0
28046,USA,Australia,Fetty Wap & Remy Boyz - 679,8
28047,USA,Canada,Fetty Wap & Remy Boyz - 679,47
28048,USA,New Zealand,Fetty Wap & Remy Boyz - 679,29
28049,USA,UK,Fetty Wap & Remy Boyz - 679,-63
28050,USA,USA,Fetty Wap & Remy Boyz - 679,0
28051,UK,Australia,Fetty Wap & Remy Boyz - 679,71
28052,UK,Canada,Fetty Wap & Remy Boyz - 679,110
28053,UK,New Zealand,Fetty Wap & Remy Boyz - 679,92
28054,UK,UK,Fetty Wap & Remy Boyz - 679,0
28055,UK,USA,Fetty Wap & Remy Boyz - 679,63
28056,USA,New Zealand,Fetty Wap - Again,8
28057,USA,USA,Fetty Wap - Again,0
28058,USA,Australia,Fetty Wap - Trap Queen,-76
28059,USA,Canada,Fetty Wap - Trap Queen,-9
28060,USA,Denmark,Fetty Wap - Trap Queen,-25
28061,USA,France,Fetty Wap - Trap Queen,-62
28062,USA,Netherlands,Fetty Wap - Trap Queen,-54
28063,USA,New Zealand,Fetty Wap - Trap Queen,-76
28064,USA,Sweden,Fetty Wap - Trap Queen,-60
28065,USA,UK,Fetty Wap - Trap Queen,-91
28066,USA,USA,Fetty Wap - Trap Queen,0
28067,UK,Australia,Fetty Wap - Trap Queen,15
28068,UK,Canada,Fetty Wap - Trap Queen,82
28069,UK,Denmark,Fetty Wap - Trap Queen,66
28070,UK,France,Fetty Wap - Trap Queen,29
28071,UK,Netherlands,Fetty Wap - Trap Queen,37
28072,UK,New Zealand,Fetty Wap - Trap Queen,15
28073,UK,Sweden,Fetty Wap - Trap Queen,31
28074,UK,UK,Fetty Wap - Trap Queen,0
28075,UK,USA,Fetty Wap - Trap Queen,91
28076,UK,UK,Fhm High Street Honeys - I Touch Myself,0
28077,USA,USA,FiNATTiCZ - Don't Drop That Thun Thun!,0
28078,USA,Australia,Field Mob & Ciara - So What,-21
28079,USA,USA,Field Mob & Ciara - So What,0
28080,USA,USA,Field Mob - Sick Of Being Lonely,0
28081,USA,Australia,Fifth Harmony & Fetty Wap - All In My Head (Flex),14
28082,USA,New Zealand,Fifth Harmony & Fetty Wap - All In My Head (Flex),0
28083,USA,USA,Fifth Harmony & Fetty Wap - All In My Head (Flex),0
28084,USA,Spain,Fifth Harmony & Gucci Mane - Down,42
28085,USA,Taiwan,Fifth Harmony & Gucci Mane - Down,-42
28086,USA,USA,Fifth Harmony & Gucci Mane - Down,0
28087,USA,Australia,Fifth Harmony & Kid Ink - Worth It,-69
28088,USA,Austria,Fifth Harmony & Kid Ink - Worth It,-69
28089,USA,Belgium,Fifth Harmony & Kid Ink - Worth It,-42
28090,USA,Brazil,Fifth Harmony & Kid Ink - Worth It,-73
28091,USA,Bulgaria,Fifth Harmony & Kid Ink - Worth It,-180
